Gene,WikiPathway,BioPlanet,KEGG,Datasets,Total
IFT20,1,0,0,W,1
IFT22,1,0,0,W,1
IFT27,1,0,0,W,1
IFT43,1,0,0,W,1
IFT46,1,0,0,W,1
IFT52,1,0,0,W,1
IFT57,1,1,1,WBK,3
IFT74,1,0,0,W,1
IFT80,1,0,0,W,1
IFT81,1,0,0,W,1
IFT88,1,1,0,WB,2
INTU,1,0,0,W,1
IQCB1,1,0,0,W,1
IQGAP2,1,1,0,WB,2
IQGAP3,1,1,0,WB,2
LCA5,1,0,0,W,1
LCN2,1,1,1,WBK,3
LSM4,1,1,1,WBK,3
LZTFL1,1,0,0,W,1
MAEA,1,0,0,W,1
MAPRE2,1,1,0,WB,2
MCM10,1,1,0,WB,2
MCM2,1,1,1,WBK,3
MCM3,1,1,1,WBK,3
MCM4,1,1,1,WBK,3
MCM5,1,1,1,WBK,3
MCM6,1,1,1,WBK,3
MCM7,1,1,1,WBK,3
MCM8,1,1,0,WB,2
MCM9,1,1,0,WB,2
MFAP1,1,1,0,WB,2
MKLN1,1,0,0,W,1
MYL6,1,1,0,WB,2
MYL6B,1,0,0,W,1
NEK7,1,0,0,W,1
NEK8,1,0,0,W,1
NINL,1,1,0,WB,2
NME8,1,0,0,W,1
NUDC,1,1,0,WB,2
NUP133,1,1,0,WB,2
NUP88,1,1,0,WB,2
PAFAH1B1,1,1,0,WB,2
PGRMC2,1,0,0,W,1
POM121,1,1,0,WB,2
RAB21,1,1,0,WB,2
RAB3IL1,1,0,0,W,1
RABEP2,1,1,0,WB,2
RANBP10,1,0,0,W,1
RBM14,1,0,0,W,1
RHBDD2,1,0,0,W,1
RMND5A,1,0,0,W,1
RMND5B,1,0,0,W,1
RNGTT,1,1,0,WB,2
RPGR,1,0,0,W,1
SMC4,1,1,0,WB,2
SNAP29,1,0,0,W,1
SNRPB2,1,0,0,W,1
SPATA7,1,0,0,W,1
SSNA1,1,1,0,WB,2
TFAP2B,1,1,0,WB,2
TFAP2D,1,0,0,W,1
TFAP2E,1,0,0,W,1
TIPRL,1,0,0,W,1
TMED1,1,0,0,W,1
TNKS1BP1,1,0,0,W,1
TRAF3IP1,1,0,0,W,1
TTC26,1,0,0,W,1
TTC30A,1,0,0,W,1
TTC30B,1,0,0,W,1
TTC8,1,0,0,W,1
UBE2D2,1,1,0,WB,2
UBE2H,1,1,0,WB,2
USH1C,1,0,0,W,1
VAPB,1,1,1,WBK,3
VPS4A,1,0,0,W,1
WDR26,1,0,0,W,1
WEE1,1,1,0,WB,2
WHRN,1,0,0,W,1
WNK1,1,0,0,W,1
XPNPEP3,1,0,0,W,1
YPEL5,1,1,0,WB,2
ZMYND19,1,0,0,W,1
ZYG11B,1,0,0,W,1
BMAL2,1,1,0,WB,2
ATF5,1,1,0,WB,2
ATOH7,1,0,0,W,1
CARTPT,1,0,0,W,1
CAVIN3,1,0,0,W,1
CCAR2,1,0,0,W,1
CIART,1,0,0,W,1
CIPC,1,0,0,W,1
CRX,1,0,0,W,1
CRY1,1,1,0,WB,2
CRY2,1,1,0,WB,2
CSNK1D,1,1,1,WBK,3
DBP,1,1,0,WB,2
DYRK1A,1,1,0,WB,2
FBXL21P,1,0,0,W,1
FBXL3,1,1,0,WB,2
GFPT1,1,1,1,WBK,3
HEBP1,1,1,0,WB,2
HNRNPD,1,0,0,W,1
HNRNPU,1,0,0,W,1
ID2,1,1,1,WBK,3
KCNH7,1,1,0,WB,2
KDM5A,1,0,0,W,1
KLF10,1,1,0,WB,2
KLF9,1,1,0,WB,2
KMT2A,1,1,1,WBK,3
LGR4,1,0,1,WK,2
MAGED1,1,1,1,WBK,3
MAGEL2,1,0,0,W,1
MC3R,1,1,0,WB,2
METTL3,1,0,0,W,1
MTA1,1,1,0,WB,2
MTNR1A,1,1,1,WBK,3
"NAGLU",1,1,1,WBK,3
NFIL3,1,1,0,WB,2
NMS,1,1,0,WB,2
NOCT,1,0,0,W,1
NONO,1,0,0,W,1
NR1D1,1,1,0,WB,2
NR1D2,1,1,0,WB,2
NR2F6,1,1,0,WB,2
OPN3,1,1,0,WB,2
OPN4,1,1,0,WB,2
OPRL1,1,1,0,WB,2
PASD1,1,0,0,W,1
PAX4,1,1,1,WBK,3
PER1,1,1,1,WBK,3
PER2,1,1,1,WBK,3
PRF1,1,1,0,WB,2
PRMT5,1,1,0,WB,2
PROK1,1,1,0,WB,2
PROK2,1,1,0,WB,2
PROKR1,1,1,0,WB,2
PROX1,1,1,0,WB,2
PSPC1,1,1,0,WB,2
RAI1,1,0,0,W,1
RBM4,1,0,0,W,1
RBM4B,1,0,0,W,1
RELB,1,1,0,WB,2
RORB,1,1,0,WB,2
RORC,1,1,0,WB,2
RPS27A,1,1,1,WBK,3
SETX,1,0,1,WK,2
SFTPC,1,0,0,W,1
SIK1,1,1,0,WB,2
SIX3,1,0,0,W,1
SOX14,1,1,0,WB,2
SUV39H1,1,1,0,WB,2
SUV39H2,1,1,0,WB,2
THRAP3,1,1,0,WB,2
TIMELESS,1,0,0,W,1
TNFRSF11A,1,1,1,WBK,3
TOP1,1,1,0,WB,2
TOP2A,1,1,0,WB,2
TYMS,1,1,1,WBK,3
UBA52,1,1,0,WB,2
UBC,1,1,1,WBK,3
USP2,1,0,0,W,1
ZFHX3,1,0,1,WK,2
IDI2,1,1,0,WB,2
ALOX12,1,1,1,WBK,3
CYP4A22,1,1,0,WB,2
CYSLTR1,1,1,1,WBK,3
CYSLTR2,1,1,0,WB,2
DPEP1,1,0,0,W,1
FPR2,1,1,0,WB,2
HPGD,1,0,1,WK,2
LTA4H,1,1,1,WBK,3
LTC4S,1,1,1,WBK,3
PTGR2,1,0,1,WK,2
TRPA1,1,0,0,W,1
PRXL2B,1,0,0,W,1
PTGDR2,1,1,0,WB,2
PTGES,1,1,0,WB,2
PTGIR,1,1,1,WBK,3
TBXA2R,1,1,1,WBK,3
TBXAS1,1,1,1,WBK,3
ADAMTS4,1,1,0,WB,2
COL10A1,1,1,0,WB,2
CST5,1,1,0,WB,2
CTSV,1,1,0,WB,2
DDR2,1,1,0,WB,2
IHH,1,1,1,WBK,3
MGP,1,1,0,WB,2
NKX3-2,1,1,0,WB,2
PTCH1,1,1,1,WBK,3
PTH1R,1,1,1,WBK,3
SCIN,1,1,0,WB,2
SLC38A2,1,1,1,WBK,3
SOX6,1,1,0,WB,2
CKB,1,1,1,WBK,3
CKM,1,1,0,WB,2
GATM,1,1,1,WBK,3
PYCR3,1,0,0,W,1
SARDH,1,1,1,WBK,3
DHODH,1,1,1,WBK,3
DPYS,1,1,1,WBK,3
NT5C,1,1,0,WB,2
NT5C3A,1,1,0,WB,2
PUS1,1,1,0,WB,2
RRM1,1,1,0,WB,2
RRM2,1,1,0,WB,2
TK2,1,1,0,WB,2
TYMP,1,1,1,WBK,3
UMPS,1,1,1,WBK,3
UPB1,1,1,1,WBK,3
AZIN1,1,1,0,WB,2
BTG1,1,1,0,WB,2
CBX3,1,1,1,WBK,3
DAZAP2,1,1,0,WB,2
ERC2,1,1,0,WB,2
ETV6,1,1,1,WBK,3
GFRA1,1,1,0,WB,2
H2BC15,1,1,0,WB,2
HLA-DMA,1,1,1,WBK,3
HSPA8,1,1,0,WB,2
MYF6,1,1,0,WB,2
NCKAP1,1,1,1,WBK,3
PIGF,1,1,0,WB,2
PPP1R3C,1,1,0,WB,2
PURA,1,1,0,WB,2
RBPMS,1,1,0,WB,2
SF3A3,1,1,0,WB,2
STBD1,1,1,0,WB,2
SUMO1,1,1,0,WB,2
SUMO3,1,1,0,WB,2
TOB1,1,1,1,WBK,3
VAPA,1,1,0,WB,2
ZFR,1,1,0,WB,2
ABHD17AP4,1,0,0,W,1
ACTC1,1,1,1,WBK,3
AIFM3,1,0,0,W,1
ALDH1A2,1,1,0,WB,2
ARVCF,1,0,0,W,1
ASF1A,1,0,0,W,1
BCRP2,1,0,0,W,1
BCRP5,1,0,0,W,1
BCRP7,1,0,0,W,1
C22orf39,1,0,0,W,1
CA15P1,1,0,0,W,1
CBX5,1,1,0,WB,2
CCDC188,1,0,0,W,1
CCDC74BP1,1,0,0,W,1
CDC45,1,1,1,WBK,3
CDH15,1,1,0,WB,2
CRKL,1,1,0,WB,2
DEPDC5,1,0,0,W,1
DGCR5,1,0,0,W,1
DGCR2,1,0,0,W,1
DGCR5,1,0,0,W,1
DGCR6L,1,0,0,W,1
DGCR8,1,1,0,WB,2
DGCR5,1,0,0,W,1
DROSHA,1,1,0,WB,2
EMC10,1,0,0,W,1
ESS2,1,0,0,W,1
GBX2,1,1,0,WB,2
GNB1L,1,0,0,W,1
GP1BA,1,1,0,WB,2
GP1BB,1,1,0,WB,2
GP5,1,1,0,WB,2
GP9,1,1,0,WB,2
GSC2,1,0,0,W,1
HAND2,1,1,0,WB,2
IGLL4P,1,0,0,W,1
KLHL22,1,0,0,W,1
KRT18P5,1,0,0,W,1
KRT18P62,1,0,0,W,1
LINC00895,1,0,0,W,1
LINC00896,1,0,0,W,1
LINC01311,1,0,0,W,1
LINC01637,1,0,0,W,1
FAM230E,1,0,0,W,1
LRRC74B,1,0,0,W,1
LZTR1,1,0,0,W,1
MALT1,1,1,1,WBK,3
MIR1306,1,0,0,W,1
MIR4761,1,0,0,W,1
MIR6816,1,0,0,W,1
MRPL40,1,1,0,WB,2
NKX2-5,1,1,0,WB,2
NPRL2,1,0,1,WK,2
NPRL3,1,0,0,W,1
P2RX6,1,1,0,WB,2
P2RX6P,1,0,0,W,1
POLR2A,1,1,0,WB,2
POM121L4P,1,0,0,W,1
POM121L7P,1,0,0,W,1
PRKN,1,0,1,WK,2
PRODH,1,1,1,WBK,3
RAN,1,1,1,WBK,3
RANBP1,1,1,1,WBK,3
RCC1,1,1,0,WB,2
RN7SL168P,1,0,0,W,1
RN7SL812P,1,0,0,W,1
RNU6-225P,1,0,0,W,1
RNY1P9,1,0,0,W,1
RTL10,1,0,0,W,1
SCARF2,1,0,0,W,1
SEPTIN11,1,0,0,W,1
SEPTIN5,1,0,0,W,1
SEPTIN8,1,0,0,W,1
SERPIND1,1,0,0,W,1
SLC25A1,1,1,0,WB,2
SLC7A4,1,0,0,W,1
SLC9A3P2,1,0,0,W,1
SMPD4P1,1,0,0,W,1
SNORA77B,1,0,0,W,1
TANGO2,1,0,0,W,1
THAP7,1,0,0,W,1
TMEM191A,1,0,0,W,1
TNPO1,1,0,0,W,1
TRMT2A,1,0,0,W,1
TSKS,1,0,0,W,1
TSSK1A,1,0,0,W,1
TSSK2,1,0,0,W,1
TUBA3FP,1,0,0,W,1
TUBA3GP,1,0,0,W,1
UFD1,1,0,0,W,1
USP41,1,0,0,W,1
XPO1,1,1,1,WBK,3
ZDHHC8,1,0,0,W,1
ZNF74,1,0,0,W,1
BCL2L10,1,0,0,W,1
BCL2L12,1,1,0,WB,2
BCL2L13,1,0,0,W,1
BCL2L14,1,1,0,WB,2
BCL2L15,1,0,0,W,1
BCL2L2,1,1,1,WBK,3
BOK,1,0,0,W,1
CD28,1,1,1,WBK,3
CD8A,1,1,0,WB,2
CD8B,1,1,0,WB,2
DYRK2,1,1,0,WB,2
ITK,1,1,1,WBK,3
NRON,1,1,0,WB,2
PDCD1,1,1,1,WBK,3
CSF2RB,1,1,1,WBK,3
IL5RA,1,1,0,WB,2
LYN,1,1,1,WBK,3
SPRED1,1,1,0,WB,2
BCL9,1,1,0,WB,2
CSNK1G1,1,1,0,WB,2
GCKR,1,1,0,WB,2
PI4K2A,1,1,0,WB,2
PIP5K1B,1,1,0,WB,2
ROR1,1,0,1,WK,2
RYK,1,1,1,WBK,3
SOX1,1,0,0,W,1
BCL10,1,1,1,WBK,3
BLK,1,1,0,WB,2
BLNK,1,1,1,WBK,3
CARD11,1,1,1,WBK,3
CD22,1,1,1,WBK,3
CD79A,1,1,1,WBK,3
CD79B,1,1,1,WBK,3
CR2,1,1,1,WBK,3
DAPP1,1,1,1,WBK,3
ILF2,1,1,0,WB,2
INPP5D,1,1,1,WBK,3
KLF11,1,1,0,WB,2
MAX,1,1,1,WBK,3
NFATC3,1,1,0,WB,2
PIP5K1A,1,1,0,WB,2
PIP5K1C,1,1,1,WBK,3
PTPN18,1,1,0,WB,2
PTPRC,1,1,1,WBK,3
SH3BP2,1,1,0,WB,2
TEC,1,1,0,WB,2
VAV1,1,1,0,WB,2
FOXL2,1,0,0,W,1
SRY,1,1,0,WB,2
DKK3,1,1,0,WB,2
MBOAT1,1,1,0,WB,2
TNKS,1,0,0,W,1
AIMP2,1,0,0,W,1
PGAM5,1,0,1,WK,2
YES1,1,1,0,WB,2
PYGO1,1,1,0,WB,2
RUNX1T1,1,1,1,WBK,3
WIF1,1,1,1,WBK,3
IL17A,1,1,1,WBK,3
IL17C,1,0,1,WK,2
IL17D,1,0,1,WK,2
IL17F,1,0,1,WK,2
IL17RA,1,0,1,WK,2
IL17RB,1,1,1,WBK,3
IL17RD,1,1,0,WB,2
IL17RE,1,0,1,WK,2
TRAF3,1,1,1,WBK,3
KLK3,1,1,1,WBK,3
MIR1299,1,0,0,W,1
MIR30D,1,0,0,W,1
MIR3120,1,0,0,W,1
MIR3149,1,0,0,W,1
MIR337,1,0,0,W,1
MIR363,1,0,1,WK,2
MIR3664,1,0,0,W,1
MIR3682,1,0,0,W,1
MIR3714,1,0,0,W,1
MIR4311,1,0,0,W,1
MIR4325,1,0,0,W,1
MIR4517,1,0,0,W,1
MIR466,1,0,0,W,1
MIR4664,1,0,0,W,1
MIR4763,1,0,0,W,1
MIR589,1,0,0,W,1
MIR603,1,0,0,W,1
EMD,1,0,0,W,1
FNTA,1,0,0,W,1
ICMT,1,0,1,WK,2
MIRLET7B,1,0,0,W,1
TLE1,1,1,0,WB,2
TOR1AIP1,1,0,0,W,1
FBXO32,1,1,1,WBK,3
JKAMP,1,0,0,W,1
MSTN,1,0,0,W,1
NEB,1,0,0,W,1
TNFSF9,1,0,0,W,1
TRIM63,1,1,0,WB,2
WASL,1,1,1,WBK,3
ADRB1,1,1,1,WBK,3
MIR126,1,0,1,WK,2
MIR146A,1,1,1,WBK,3
TNFRSF12A,1,1,0,WB,2
TNFSF12,1,1,0,WB,2
TRAF5,1,1,1,WBK,3
HCK,1,1,1,WBK,3
TYK2,1,1,1,WBK,3
VIP,1,1,1,WBK,3
CLIP1,1,1,1,WBK,3
F2RL2,1,1,0,WB,2
KIF2C,1,1,0,WB,2
MAPRE1,1,1,0,WB,2
MARK1,1,0,0,W,1
MARK2,1,1,0,WB,2
PARD6A,1,1,1,WBK,3
PHLDB2,1,1,0,WB,2
RHO,1,1,0,WB,2
TAOK1,1,1,0,WB,2
TESK2,1,1,0,WB,2
TRIO,1,1,0,WB,2
ESRRA,1,1,0,WB,2
GABPA,1,1,0,WB,2
MED1,1,1,1,WBK,3
MEF2B,1,1,0,WB,2
NRF1,1,1,1,WBK,3
PPRC1,1,1,0,WB,2
PRMT1,1,1,1,WBK,3
TFB1M,1,1,0,WB,2
TFB2M,1,1,0,WB,2
ATOX1,1,0,0,W,1
ATP7A,1,1,0,WB,2
ATP7B,1,1,0,WB,2
COMMD1,1,1,0,WB,2
CPHL1P,1,0,0,W,1
MT1A,1,0,0,W,1
MT1B,1,1,0,WB,2
MT1E,1,1,0,WB,2
MT1F,1,1,0,WB,2
MT1G,1,1,0,WB,2
MT1H,1,1,0,WB,2
MT1JP,1,0,0,W,1
MT1L,1,1,0,WB,2
MT2A,1,1,0,WB,2
MT3,1,1,0,WB,2
MT4,1,0,0,W,1
MTF1,1,0,0,W,1
SLC31A1,1,1,0,WB,2
SLC31A2,1,0,0,W,1
STEAP1,1,1,0,WB,2
STEAP2,1,1,0,WB,2
XAF1,1,1,0,WB,2
CXCR4,1,1,1,WBK,3
IRX4,1,0,0,W,1
ISL1,1,1,1,WBK,3
LIN28A,1,0,0,W,1
LIN28B,1,1,0,WB,2
MESP1,1,0,0,W,1
MESP2,1,0,0,W,1
MYLK3,1,1,0,WB,2
TBX20,1,0,0,W,1
TBX5,1,1,0,WB,2
THY1,1,1,0,WB,2
TNNI3,1,1,1,WBK,3
TNNT2,1,1,1,WBK,3
ZFP42,1,0,0,W,1
LEMD3,1,0,0,W,1
MAOB,1,1,0,WB,2
MYOD1,1,1,1,WBK,3
TMPO,1,0,0,W,1
CDK7,1,1,1,WBK,3
GUCA1A,1,1,0,WB,2
IKBKE,1,1,1,WBK,3
CIR1,1,1,0,WB,2
DLL3,1,1,1,WBK,3
DTX1,1,1,0,WB,2
FHL1,1,1,0,WB,2
HES6,1,1,0,WB,2
HEY1,1,1,1,WBK,3
HEY2,1,1,0,WB,2
JAG2,1,1,0,WB,2
MAGEA1,1,1,0,WB,2
MAML1,1,1,0,WB,2
MAML2,1,1,0,WB,2
MAML3,1,1,1,WBK,3
NOTCH2,1,1,0,WB,2
NOTCH3,1,1,0,WB,2
NUMBL,1,1,0,WB,2
PTCRA,1,1,1,WBK,3
RBPJ,1,1,0,WB,2
RING1,1,1,0,WB,2
SAP30,1,1,0,WB,2
SPEN,1,1,0,WB,2
AHSA1,1,0,0,W,1
CD3D,1,1,1,WBK,3
CD40LG,1,1,1,WBK,3
CHP1,1,1,0,WB,2
CSF2,1,1,1,WBK,3
GRAP2,1,1,1,WBK,3
ICOS,1,1,1,WBK,3
IL5,1,1,1,WBK,3
LCP2,1,1,1,WBK,3
TRAJ10,1,0,0,W,1
TRBJ1-4,1,0,0,W,1
CTNNA3,1,1,0,WB,2
APPL1,1,1,1,WBK,3
DCC,1,1,1,WBK,3
MSH3,1,1,1,WBK,3
MSH6,1,1,1,WBK,3
CTSD,1,1,1,WBK,3
FLNA,1,1,1,WBK,3
NEK3,1,1,0,WB,2
PIAS3,1,1,0,WB,2
PPIA,1,1,1,WBK,3
PPIB,1,1,0,WB,2
AXL,1,1,0,WB,2
ERBB3,1,1,1,WBK,3
GAS6,1,1,0,WB,2
NRG2,1,1,1,WBK,3
CTF1,1,1,0,WB,2
EIF2B5,1,1,0,WB,2
MIR103A1,1,0,0,W,1
MIR103A2,1,0,0,W,1
MIR125B2,1,0,0,W,1
MIR130B,1,0,0,W,1
MIR133A1,1,0,1,WK,2
MIR133A2,1,0,0,W,1
MIR133B,1,0,0,W,1
MIR140,1,0,0,W,1
MIR185,1,0,0,W,1
MIR195,1,0,1,WK,2
MIR199A1,1,0,1,WK,2
MIR199A2,1,0,0,W,1
MIR208A,1,0,0,W,1
MIR214,1,0,1,WK,2
MIR23A,1,0,1,WK,2
MIR27B,1,0,1,WK,2
MIR30E,1,0,0,W,1
MYEF2,1,1,0,WB,2
BNIP2,1,1,0,WB,2
CAAP1,1,0,0,W,1
CASP2,1,1,0,WB,2
CASP6,1,1,1,WBK,3
CCR3,1,1,1,WBK,3
CD55,1,1,0,WB,2
CHRAC1,1,0,0,W,1
CXADR,1,1,0,WB,2
DFFA,1,1,0,WB,2
DFFB,1,0,0,W,1
ENDOG,1,0,0,W,1
KRT8,1,1,0,WB,2
MICA,1,1,1,WBK,3
NOD2,1,1,0,WB,2
SGCA,1,0,0,W,1
SGCB,1,0,0,W,1
SGCD,1,0,0,W,1
SGCG,1,1,0,WB,2
TICAM1,1,1,1,WBK,3
TLR3,1,1,1,WBK,3
TLR5,1,1,1,WBK,3
CHD8,1,1,1,WBK,3
CTNNBIP1,1,1,1,WBK,3
CXXC4,1,1,1,WBK,3
DANCR,1,0,0,W,1
KREMEN1,1,1,0,WB,2
MIR18A,1,0,1,WK,2
MIR320A,1,0,0,W,1
MIR452,1,0,0,W,1
MTDH,1,1,0,WB,2
NKD1,1,1,1,WBK,3
NKD2,1,1,0,WB,2
NOTUM,1,0,1,WK,2
PORCN,1,1,1,WBK,3
SENP2,1,1,1,WBK,3
SERPINF1,1,0,1,WK,2
SFRP2,1,1,0,WB,2
SFRP5,1,1,0,WB,2
SOST,1,0,1,WK,2
BAG1,1,1,0,WB,2
BMF,1,1,1,WBK,3
CARM1,1,1,0,WB,2
DSTN,1,1,0,WB,2
EFCAB6,1,1,0,WB,2
FKBP4,1,1,1,WBK,3
KAT7,1,1,0,WB,2
LIMK2,1,1,0,WB,2
NR2C2,1,1,0,WB,2
PATZ1,1,1,0,WB,2
PIAS2,1,1,0,WB,2
PIAS4,1,1,1,WBK,3
PLPP1,1,0,1,WK,2
PSMC3IP,1,1,0,WB,2
RAD9A,1,1,0,WB,2
RLN1,1,0,0,W,1
RNF14,1,1,0,WB,2
RNF4,1,1,0,WB,2
RNF6,1,1,0,WB,2
STUB1,1,1,0,WB,2
TGFB1I1,1,1,0,WB,2
TGIF1,1,0,0,W,1
UBE2I,1,1,1,WBK,3
ZMIZ1,1,1,0,WB,2
ZNF318,1,1,0,WB,2
AREG,1,1,1,WBK,3
BTC,1,1,1,WBK,3
EREG,1,1,1,WBK,3
NRG3,1,1,1,WBK,3
NRG4,1,1,1,WBK,3
H19,1,1,0,WB,2
MACROH2A2,1,1,0,WB,2
HNRNPK,1,1,1,WBK,3
MIR16-2,1,0,0,W,1
MIR34AHG,1,0,0,W,1
RUVBL1,1,1,1,WBK,3
CDH7,1,1,0,WB,2
DCT,1,1,1,WBK,3
DMBX1,1,0,0,W,1
FOXD3,1,1,0,WB,2
HDAC11,1,1,0,WB,2
HOXB1,1,0,0,W,1
LHX2,1,1,0,WB,2
LHX5,1,0,1,WK,2
MIA,1,1,0,WB,2
MPZ,1,1,0,WB,2
MSX1,1,1,1,WBK,3
MSX2,1,1,0,WB,2
NEUROG1,1,1,1,WBK,3
OLIG1,1,1,0,WB,2
OLIG2,1,1,0,WB,2
OLIG3,1,0,0,W,1
PAX7,1,1,0,WB,2
PMP22,1,1,0,WB,2
PRTG,1,0,0,W,1
SOX10,1,1,0,WB,2
TLX2,1,0,0,W,1
ZIC1,1,1,0,WB,2
CD44,1,1,1,WBK,3
ESRRB,1,1,1,WBK,3
FBXW2,1,1,0,WB,2
LRRK2,1,1,1,WBK,3
MMP7,1,1,1,WBK,3
PPM1J,1,1,0,WB,2
RACGAP1,1,1,0,WB,2
WNT9B,1,1,0,WB,2
ZBTB33,1,1,0,WB,2
BMI1,1,1,0,WB,2
MIR29B2CHG,1,0,0,W,1
CDC25B,1,1,0,WB,2
CREG1,1,1,0,WB,2
CXCL14,1,1,0,WB,2
FKBP8,1,1,0,WB,2
GABARAP,1,1,1,WBK,3
GABARAPL1,1,1,0,WB,2
GABARAPL2,1,1,0,WB,2
GSN,1,1,1,WBK,3
IFI16,1,1,0,WB,2
IL24,1,1,0,WB,2
ING1,1,1,0,WB,2
ING2,1,1,0,WB,2
IRF7,1,1,1,WBK,3
LAMP1,1,1,0,WB,2
LAMP2,1,1,0,WB,2
RNASEL,1,1,1,WBK,3
RSL1D1,1,1,0,WB,2
SH3GLB1,1,1,0,WB,2
SPARC,1,1,0,WB,2
TNFSF15,1,1,0,WB,2
UVRAG,1,1,0,WB,2
ANXA2,1,0,1,WK,2
ARHGEF28,1,0,0,W,1
CHGA,1,0,0,W,1
GAST,1,1,0,WB,2
RHOD,1,1,1,WBK,3
SLC9A1,1,1,1,WBK,3
TFF2,1,0,0,W,1
DAAM2,1,1,0,WB,2
GPC4,1,1,1,WBK,3
INVS,1,0,1,WK,2
PRICKLE1,1,1,1,WBK,3
PRICKLE2,1,1,0,WB,2
VANGL1,1,1,0,WB,2
VANGL2,1,1,1,WBK,3
BMPR1B,1,1,1,WBK,3
ERAS,1,0,0,W,1
SMAD5,1,1,0,WB,2
SMAD9,1,1,0,WB,2
ANAPC1,1,1,0,WB,2
ANAPC10,1,1,1,WBK,3
ANAPC11,1,1,0,WB,2
ANAPC13,1,1,0,WB,2
ANAPC2,1,1,0,WB,2
ANAPC4,1,1,0,WB,2
ANAPC5,1,1,1,WBK,3
ANAPC7,1,1,0,WB,2
BUB3,1,1,1,WBK,3
CCNB3,1,1,1,WBK,3
CCNH,1,1,1,WBK,3
CDC14A,1,1,0,WB,2
CDC14B,1,1,1,WBK,3
CDC16,1,1,0,WB,2
CDC20,1,1,1,WBK,3
CDC23,1,1,0,WB,2
CDC27,1,1,0,WB,2
CDC6,1,1,1,WBK,3
CDC7,1,1,1,WBK,3
DBF4,1,1,1,WBK,3
ESPL1,1,1,1,WBK,3
FZR1,1,1,1,WBK,3
MAD1L1,1,1,1,WBK,3
ORC1,1,1,1,WBK,3
ORC2,1,1,1,WBK,3
ORC3,1,1,1,WBK,3
ORC4,1,1,1,WBK,3
ORC5,1,1,1,WBK,3
ORC6,1,1,1,WBK,3
PKMYT1,1,1,1,WBK,3
PTTG1,1,1,0,WB,2
PTTG2,1,1,0,WB,2
RAD21,1,1,1,WBK,3
SKP2,1,1,1,WBK,3
SMC1B,1,1,1,WBK,3
STAG1,1,1,1,WBK,3
STAG2,1,1,0,WB,2
TFDP1,1,1,1,WBK,3
TFDP2,1,1,0,WB,2
TTK,1,1,1,WBK,3
WEE2,1,1,1,WBK,3
ALKBH1,1,1,0,WB,2
APOBEC3G,1,1,0,WB,2
ATF1,1,1,1,WBK,3
BARD1,1,1,0,WB,2
BLM,1,1,0,WB,2
CCNB1IP1,1,1,0,WB,2
CERK,1,1,0,WB,2
DCAKD,1,1,0,WB,2
EDAR,1,1,0,WB,2
ERAL1,1,1,0,WB,2
FAU,1,1,0,WB,2
FER,1,1,0,WB,2
FILIP1,1,1,0,WB,2
HIPK2,1,1,0,WB,2
IMPA1,1,1,1,WBK,3
ITPKC,1,1,0,WB,2
LGALS13,1,1,0,WB,2
MAP3K7CL,1,1,0,WB,2
MIR29B2,1,0,0,W,1
"NAB1",1,1,0,WB,2
NOXA1,1,1,0,WB,2
NUP85,1,1,0,WB,2
PHB1,1,1,0,WB,2
PIGR,1,1,0,WB,2
PKIA,1,1,1,WBK,3
PLK3,1,1,0,WB,2
RAD51,1,1,1,WBK,3
RAD54L,1,1,0,WB,2
RALGAPA1,1,1,1,WBK,3
RASGEF1A,1,1,0,WB,2
RPP38,1,1,0,WB,2
TFPI,1,1,0,WB,2
TPR,1,1,0,WB,2
UBE2F,1,1,0,WB,2
USP15,1,1,0,WB,2
USP16,1,1,0,WB,2
USP21,1,1,1,WBK,3
USP38,1,1,0,WB,2
ZMYND8,1,1,0,WB,2
ZNF655,1,1,0,WB,2
CETN3,1,0,0,W,1
HEYL,1,1,0,WB,2
PGR,1,1,1,WBK,3
CDKL2,1,0,0,W,1
CLDN10,1,0,0,W,1
CLDN14,1,0,0,W,1
CLDN16,1,0,0,W,1
CLDN17,1,0,0,W,1
CLDN18,1,1,0,WB,2
CLDN19,1,0,0,W,1
CLDN20,1,0,0,W,1
CLDN22,1,0,0,W,1
CLDN23,1,0,0,W,1
CLDN24,1,0,1,WK,2
CLDN6,1,0,0,W,1
CLDN7,1,0,0,W,1
CLDN8,1,0,0,W,1
CLDN9,1,0,0,W,1
CRB3,1,0,1,WK,2
CTDSP1,1,1,0,WB,2
DSP,1,0,0,W,1
EED,1,0,0,W,1
EIF5A2,1,1,0,WB,2
FMNL2,1,0,0,W,1
FOXQ1,1,0,0,W,1
GDF15,1,1,0,WB,2
LATS2,1,1,1,WBK,3
MMP15,1,0,0,W,1
PALS1,1,0,1,WK,2
NUBPL,1,0,0,W,1
PDCD6,1,1,0,WB,2
PKD1,1,0,0,W,1
PKP1,1,0,0,W,1
PKP2,1,0,0,W,1
RBBP4,1,1,0,WB,2
STRAP,1,0,0,W,1
SUZ12,1,0,0,W,1
TMPRSS4,1,0,0,W,1
TUSC3,1,1,0,WB,2
TWIST2,1,0,0,W,1
WNT8B,1,1,0,WB,2
WNT9A,1,1,0,WB,2
ZEB2,1,1,1,WBK,3
CCL11,1,1,1,WBK,3
CCL15,1,1,0,WB,2
CCL17,1,1,1,WBK,3
CCL21,1,1,0,WB,2
CCL22,1,1,0,WB,2
CCL24,1,1,0,WB,2
